customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0180,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,48.15,520.3,No
CUST-0181,Male,0,Yes,Yes,53,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,25.34,1431.38,No
CUST-0182,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.85,0.0,Yes
CUST-0183,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,27.4,1065.91,No
CUST-0184,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.33,489.42,No
CUST-0185,Male,1,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),29.29,884.22,Yes
CUST-0186,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,26.32,321.17,No
CUST-0187,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.78,340.91,No
CUST-0188,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),77.19,4356.49,No
CUST-0189,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.47,830.18,No
CUST-0190,Female,0,No,No,71,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.56,7485.25,No
CUST-0191,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.59,2842.67,No
CUST-0192,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),37.61,2244.39,No
CUST-0193,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,46.49,780.42,Yes
CUST-0194,Male,0,Yes,No,64,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),27.64,1712.02,No
CUST-0195,Male,0,Yes,No,41,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,97.85,3968.33,No
CUST-0196,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,26.98,1558.3,Yes
CUST-0197,Female,0,Yes,No,10,No,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,75.67,884.49,Yes
CUST-0198,Female,0,Yes,No,42,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.79,1843.9,No
CUST-0199,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,44.34,636.95,No
CUST-0200,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,119.07,3761.87,No
CUST-0201,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,95.68,3593.48,No
CUST-0202,Female,0,Yes,No,22,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.69,2343.69,No
CUST-0203,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,77.2,4424.14,No
CUST-0204,Male,0,No,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.1,592.16,No
CUST-0205,Female,0,Yes,No,49,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.55,4206.74,No
CUST-0206,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.62,4213.33,No
CUST-0207,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.13,3203.16,No
CUST-0208,Female,0,Yes,Yes,53,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,79.53,4336.08,No
CUST-0209,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.01,6363.68,No
CUST-0210,Male,0,No,Yes,48,Yes,No phone service,No,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),59.29,2936.31,No
CUST-0211,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,,,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.97,,No
CUST-0212,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.98,5740.67,No
CUST-0213,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,69.38,1287.04,No
CUST-0214,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,59.06,3802.2,No
CUST-0215,Male,0,Yes,Yes,62,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.19,3857.52,No
CUST-0216,Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),105.27,2882.43,No
CUST-0217,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.55,1288.41,No
CUST-0218,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),24.48,233.51,Yes
CUST-0219,Female,0,No,No,18,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.22,1374.98,No
CUST-0220,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,21.73,1307.56,No
CUST-0221,Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.85,2533.59,No
CUST-0222,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.83,3537.79,No
CUST-0223,Female,0,Yes,No,37,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),67.2,2696.99,Yes
CUST-0224,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),99.87,3671.74,No
CUST-0225,Female,0,No,No,67,No,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.64,1729.91,No
CUST-0226,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.85,1737.76,No
CUST-0227,Male,0,No,Yes,42,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),59.8,2459.13,Yes
CUST-0228,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,42.99,1580.77,No
CUST-0229,Male,0,No,Yes,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,53.79,2915.42,Yes
CUST-0230,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,119.82,1396.06,No
CUST-0231,Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.54,5052.43,No
CUST-0232,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),108.39,6107.86,Yes
CUST-0233,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.71,3589.21,No
CUST-0234,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.09,3241.85,No
CUST-0235,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,49.71,2838.56,No
CUST-0236,Female,1,No,No,55,Yes,Yes,Fiber optic,No,,,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.41,,No
CUST-0237,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),103.01,2592.68,No
CUST-0238,Female,0,Yes,No,0,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.96,0.0,No
CUST-0239,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,43.62,1720.28,No
CUST-0240,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,57.7,2645.99,No
CUST-0241,Female,0,No,No,39,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.67,2816.09,No
CUST-0242,Male,0,No,Yes,62,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.81,4428.17,No
CUST-0243,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.87,7669.3,No
CUST-0244,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.06,0.0,No
CUST-0245,Male,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,110.85,4072.04,No
CUST-0246,Female,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),64.14,1558.86,No
CUST-0247,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.64,765.04,No
CUST-0248,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.03,1600.34,No
CUST-0249,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.76,6102.25,Yes
CUST-0250,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),25.7,756.53,No
CUST-0251,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,40.57,694.61,No
CUST-0252,Male,1,Yes,No,24,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,67.69,1674.28,No
CUST-0253,Female,0,Yes,Yes,33,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),63.16,1900.32,No
CUST-0254,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.09,5423.45,No
CUST-0255,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,114.47,2638.33,No
CUST-0256,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),31.24,2156.3,Yes
CUST-0257,Male,0,No,No,25,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.19,1332.91,No
CUST-0258,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),39.24,880.51,No
CUST-0259,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,109.41,6964.85,Yes
CUST-0260,Male,0,No,Yes,9,Yes,Yes,No,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),116.46,1100.24,No
CUST-0261,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),67.87,4418.69,No
CUST-0262,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,30.4,741.97,No
CUST-0263,Male,0,Yes,No,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,98.53,323.68,Yes
CUST-0264,Male,0,No,No,66,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),89.71,5941.35,No
CUST-0265,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.47,3069.73,No
CUST-0266,Female,0,Yes,No,26,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,108.74,2978.87,No
CUST-0267,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.58,1489.1,No
CUST-0268,Female,1,No,Yes,34,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.79,2700.09,Yes
CUST-0269,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.57,3985.53,No
CUST-0270,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,49.75,2090.3,No
CUST-0271,Female,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,78.45,1977.95,No
CUST-0272,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),63.96,3015.49,No
CUST-0273,Female,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.22,1793.93,Yes
CUST-0274,Female,0,No,No,49,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,26.72,1340.59,Yes
CUST-0275,Male,0,No,No,11,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.27,408.9,No
CUST-0276,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.79,124.93,No
CUST-0277,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),74.2,3669.08,No
CUST-0278,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.17,4463.95,No
CUST-0279,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,80.86,90.88,No
CUST-0280,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,58.82,3902.87,No
CUST-0281,Female,0,Yes,Yes,29,Yes,No,No,Yes,,,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.12,,No
CUST-0282,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,103.42,322.72,No
CUST-0283,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.62,1306.74,No
CUST-0284,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,118.78,5565.93,No
CUST-0285,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),63.96,3908.46,No
CUST-0286,Male,1,No,Yes,37,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,84.96,3061.76,No
CUST-0287,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.04,245.06,No
CUST-0288,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.33,4279.8,No
CUST-0289,Male,0,Yes,No,45,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.14,4979.83,No
CUST-0290,Female,1,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),114.25,2755.61,Yes
CUST-0291,Male,0,Yes,No,20,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,119.73,2430.79,No
CUST-0292,Male,0,No,No,4,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,48.22,70.64,No
CUST-0293,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.54,5165.88,No
CUST-0294,Female,0,No,Yes,46,No,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),65.07,2911.31,No
CUST-0295,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),76.38,5261.28,No
CUST-0296,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),35.75,641.18,No
CUST-0297,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,105.61,2172.06,No
CUST-0298,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),110.96,2514.98,No
CUST-0299,Male,0,Yes,No,63,No,No phone service,No,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,64.97,4033.98,No
CUST-0300,Female,1,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.04,3309.44,No
CUST-0301,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,34.08,1265.84,Yes
CUST-0302,Male,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.38,936.04,No
CUST-0303,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,51.22,2656.45,No
CUST-0304,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),110.95,7698.55,Yes
CUST-0305,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),87.1,5151.2,No
CUST-0306,Male,0,No,No,63,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,84.57,5149.42,No
CUST-0307,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),75.94,420.09,No
CUST-0308,Female,1,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),24.58,1275.69,No
CUST-0309,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,113.19,5889.43,No
CUST-0310,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.79,3018.01,No
CUST-0311,Female,1,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,119.41,6513.83,No
CUST-0312,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.74,4128.54,No
CUST-0313,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,91.01,6356.48,No
CUST-0314,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.62,1855.37,No
CUST-0315,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.17,4794.52,No
CUST-0316,Female,0,No,No,1,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,96.46,56.52,Yes
CUST-0317,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,97.85,6111.07,No
CUST-0318,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.01,5593.14,No
CUST-0319,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),42.63,2259.99,Yes
CUST-0320,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,,,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.54,,No
CUST-0321,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),119.52,1197.41,No
CUST-0322,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27.56,842.85,Yes
CUST-0323,Female,0,No,No,71,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,113.64,7936.63,No
CUST-0324,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.94,3095.26,No
CUST-0325,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,88.93,5640.36,No
CUST-0326,Female,1,No,No,60,Yes,No phone service,No,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,53.81,3403.94,No
CUST-0327,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.78,6323.64,No
CUST-0328,Male,0,No,Yes,72,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.15,2147.73,No
CUST-0329,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,69.77,4024.19,Yes
CUST-0330,Female,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.8,3422.34,No
CUST-0331,Male,0,No,No,33,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.6,1941.28,No
CUST-0332,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.55,2651.4,No
CUST-0333,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,33.11,1705.58,No
CUST-0334,Male,0,No,Yes,0,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),91.67,20.04,No
CUST-0335,Female,0,No,No,54,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.06,6519.73,No
CUST-0336,Female,0,No,No,21,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.46,2167.62,No
CUST-0337,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.0,4289.86,No
CUST-0338,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),55.96,0.0,No
CUST-0339,Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,52.49,3405.48,No
CUST-0340,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.7,4393.86,No
CUST-0341,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,24.57,1477.85,No
CUST-0342,Female,0,Yes,No,41,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),114.54,4850.78,No
CUST-0343,Male,0,Yes,No,20,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),34.38,690.88,No
CUST-0344,Female,1,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),110.3,2469.86,No
CUST-0345,Male,0,No,No,37,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,28.36,1227.63,No
CUST-0346,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.26,723.26,Yes
CUST-0347,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),35.2,2394.39,No
CUST-0348,Female,1,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.81,1092.13,No
CUST-0349,Female,0,No,No,16,Yes,No,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.95,1449.75,No
CUST-0350,Male,0,No,No,16,No,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),48.03,855.07,No
CUST-0351,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),91.45,1062.02,No
CUST-0352,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.51,1216.69,No
CUST-0353,Male,0,No,Yes,37,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,30.88,1283.5,No
CUST-0354,Female,1,No,No,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),113.21,4983.16,No
CUST-0355,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.23,156.65,Yes
CUST-0356,Male,0,Yes,No,34,Yes,No,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,93.44,3213.69,No
CUST-0357,Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.1,841.67,No
CUST-0358,Female,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.44,5797.77,No
CUST-0359,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,50.28,3086.42,No
